text,emotion
i usually avoid pinterest because quite frankly it makes me feel inadequate as a human being but pinterest can be such a valuable resource for workouts recipes healthy living tips and more,empty
i feel like a puppy exuberantly flick flacking around the yard throwing himself with joyful abandon onto the grass and weeeing himself uncontrollably in the process,fun
Why do you not respond me?,anger
Billy ...,sadness
i think i wanted the feeling of being liked by a guy even though when it came down to it i felt weird about being coupley with a guy that wasn t my ex,neutral
i admit that am not good at all in comforting her feeling n i know she is mad at me that she w,relief
i didnt feel thrilled or depressed more like scared and excited all at once,sadness
i hate the expectation that i must need a man in my life to feel worthwhile or valued,hate
i envy their privileges i am simply saying that i feel sorry for people who don t try or care enough to notice the homeless guy or the kid sitting next to them who has no self esteem,neutral
i feel so hated,hate
i feel like drawing weird and fun things happening that does not really make any sense at all,fun
i take home a kid who just doesnt know what to do with their feelings dysregulated uncomfortable and often angry,relief
i want to feel safe in financial department so i can afford to pay off whatever bills needed,hate
i and the other traders feel that we are having our intelligence insulted by empty promises made by you,empty
i bought a comb that i didn t feel the need to take some sandpaper to it to make sure it was snag free,neutral
"nah, he won't but I will sit here and enjoy the view :-P",enthusiasm
"Going home, see you at night in local time",fun
i feel the need to point out the reason i am so passionate about race issues doesn t come from me feeling the need to prove my loyalties,neutral
i want them to like me and i have always dreamed of having one of those mother daughter relationships with my kids that make my daughters feel safe and happy and secure,happiness
i now feel pleased with my impromptu decision to buy bags worth during the bogo sale i found last week,relief
i couldn t know what he was feeling then i thought that he wished he could have been there with us too for each of us knew that however much we hated it at first it was an experience we would remember forever,hate
i have to say ive never really been interested in football but after our family night i feel really excited and am really looking forward to watching the fixtures with the boys and dad of,enthusiasm
i feel hated right now but i hate myself as well over having something that is seem so socially unacceptable for a man to have,hate
i would not feel nearly as hopeful as i do not would feel kind of oppressed and sort of doomed,neutral
i knew it was a lottery and so every bag was filled randomly i feel like the content of some of the bags was pretty poor,happiness
i feel heartless cause i haven t felt sadness or anything,sadness
i shun reasonable of the minor the purpose is to both students and happy not only feel helpless and love their children all the way go downtown ugg espa a xin zi picture every mother would love forever immersed in,love
Happy Mother's Day to yall (and me too!!!) My damn son takin my coolness for a weakness... But it's all good. Keepin it all positive,love
i started thinking about all the times that people were jerks and there was nothing really that i could do except go home write unsatisfying angry complaints into the internetsphere and generally feel helpless marginalized and disregarded by society,anger
i feel stressed everytime someone talks to me or looks at me,neutral
i feel alone and empty when you not home,empty
Sewing Xmas baking aprons today for a family side project. Lace trim is soooo cute! Discovered the joy of Olfa cutters wow. christmas,happiness
i can tell he is trying to like it less because he feels that is the compassionate polite thing to do,neutral
i knew gujarat was making great strides but little babies pinching their own bottoms and feeling the tautness of their bellies comes as a pleasant surprise,surprise
im feeling so depressed now,sadness
i just wrote a nice long blog post talking all about what weve been up to my feelings how excited we are for the baby and the post,enthusiasm
i feel invigorated excited and extremely grateful,enthusiasm
i feel very melancholy about it,sadness
i know that i feel wronged and the police s dalliance the threat of the indian men white s ignorance travel agency responses,neutral
I Get Along With Strong Ppl Who Don't Let Others Talk Down On Them,happiness
i was really torn between feeling excited and feeling sad,sadness
i feel ecstatic i feel loved in your arms i have my world,love
im wearing my glasses of my time whatever my allergies were acting up because the thing is when i wear my glasses i feel extremely vulnerable,hate
i feel like a minority hated because of how i am feared not because of who i am what i look like or what i do but because of how i am made,hate
i feel it is only my duty to try to convey to my beloved contacts some of the craziness that is the whit,love
A woman worth sum is most definitely worth sum Effort,anger
i feel like its more acceptable in winter to cancel your wild night out drinking because its raining avoid town where random sleazy men grab you and lick your face true story and watch dresses in your pajamas with your friends instead,empty
i am totally enamoured with this dress it is so flowy and lovely perfect for a warm summer day it feels really romantic and springy and i am so so excited to show you all,enthusiasm
i find that if i do not eat enough fruit with enough variety i tend to feel miserable grumpy sad almost depressed,sadness
In God's presence is fullness of life hope restoration peace ..,happiness
i want to avoid however is the energy sapped feeling where i cant get up and my knees feel like theyre burdened with heavy ankle weights,empty
i lose bits of my mucous plug over the last few months of my pregnancies starting earlier each time but it regenerates so im not bothered by it besides feeling a bit yuck what surprised me was that i could feel bubs head in front of my cervix which explained the aching ligaments and heavy feeling,surprise
i think its just this feeling of discontent,happiness
i thought i d take you on a little visit to the animals but they weren t feeling particularly gracious,neutral
"Rebecca went in search of her bag , and Lissa sent an irate look in Adam 's direction .",anger
"We have been together for a year and usually , people who've been together a year , take their vacation together .",anger
i still feel like i dont know what im doing and the funny thing is hoss is very sure of himself and has a pretty good handle on being a dad,fun
i find that i try really hard unconsciously mostly to be funny or charismatic when i am hanging out with people because i feel at my core i am pretty dull and quiet so i am afraid of people losing interest in what i am saying or just having me around,fun
i feel like im friendly and comfortable yet on the inside i feel like i come across slightly weird or awkward,relief
i probably indulged the lazy introvert in me a bit too much and socialized less than is good for me the upside is that when i did go out i enjoyed the events and good company to the full without feeling jaded drained or financially stressed,happiness
i can agree slipping in attractive corset lingerie forces you to come to feel lovely and tell an individual that you simply will never need other people like a purpose to utilize lingerie donning it on your own will do,love
pebbles thrown at windows should get *someones* attention,surprise
my friend will find out that i am in love with her,love
i feel quite excited about this,enthusiasm
id love to see this campaign go viral to help raise awareness and funds to support the hotline so more women and children can feel safe something most of us take for granted,love
"sadly no, sitting inside as mobile signal won't work in the garden I'll be opening the wine at bang on 5pm though!",sadness
i lie in my bed feeling empty,empty
"there's a hot chick in the car ahead of you and a lane over, and the guy in front of you is driving 10 mph.",anger
i remember feeling shocked that i had never noticed it before,surprise
i feel more that what has passed should make us more eager to allow and accept the change our world needs within our very selves not in any heart and mind that we assume isnt paying attention,enthusiasm
i woke up feeling scared and unsettled,neutral
i really seem to take are my trips to india where i stay home for a couple of weeks spend part of the time in quality time with the parents and some friends which is fun and the rest of time feeling morose,fun
i have alot of fun with you guys and for the first time in my live i didnt feel so much discontent with myself,fun
i get but ive shot up to c so im feeling pretty optimistic,neutral
"good job I have the track in my head, cos sadly can't access it, boo",happiness
Should probably go to bed soon church in the morning,happiness
Congratulations Mr. Jay-el and Mrs. Maricar Chu! Wish you all the best in the world!,happiness
i am so sure of but also so unsure of so being able to see that there are other mothers experiencing the same thing makes me feel less discouraged,anger
i cant express my feelings will i just be another person in her life doomed to be discarded for others who have the courage to speak even when all she says is hello,anger
"I know, twitter is depressing me tonight",sadness
"Girls that act, talk, and dress like hoes 24/7 and then are actually surprised when guys always treat them like a hoe.",surprise
i really feel about it is kind of shocked,surprise
im feeling really awkward right now etc,neutral
i discovered in processing why i feel depressed sad or disconnected at the end of really fun days,sadness
the wedding was amazing and I'm not gonna lie... I can't wait to see the pics either!,fun
i get excited to go to wal mart maybe dollar tree if im feeling dangerous,enthusiasm
i smoke not too happy about it my best friend and brother broke up somehow i feel heartbroken too the oven blew up hey,happiness
i love the fact that its earth sheltered because the temperature stays fairly consistent and because i feel all safe,love
ive come away from the experience feeling like i have a lot of homework to do but also feeling really excited,enthusiasm
i still feel funny when i see her even now and she has seen me a few more times since coming home with a load in my pants,fun
i feel like im truly a bitter and angry person,anger
haha. the pic wrong. haha. now the one is then correct.,relief
i buy i was totally fine with leaving the receiver dtv box dvd player in a stack on something behind the baby gate because who knows what i will need furniture wise when the lease here ends and i am feeling extremely broke right now arrived today and we tried to put it together and failed miserably,relief
Good mornin &amp; no u tol twitter LOL but I knew &amp; called u yesterday 2 see if u were okay but no answer how r u feelin babe?,sadness
i feel that by supporting the letter d ampersand letter d brand at all i am tacitly supporting this hatery,hate
i was feeling so discouraged we are already robbing peter to pay paul to get our cow this year but we cant afford to not get the cow this way,anger
i am mindful of the fact that i might have walked out of those offices feeling triumphant leaving the interviewers behind me sagging in relief at the sight of my retreating back,relief
i expose myself and the way i feel about my beloved family all in hopes that someone somewhere might find a small way to walk towards light and love,love
i feel more and more excited,enthusiasm
i am going to be thankful every day for the life i lead that i will remember god in all that i do that i will seek peace and hope among my family and friends when i m feeling scared and above all i will remember to love to the fullest of my hearts extent,love
i didn t feel any penetration but at the groin area was this very gentle pleasant warm pressure,neutral
i am a little shy feel a bit funny and jokingly said to her husband it seems to need to work harder,fun
i feel very uncomfortable in tons of situations that probably most people wouldnt,relief
im feeling vile about myself as my weight has gone back up to stone and lbs but im being very careful about calories intake and making sure i get an hours exercise a day,neutral
i always feel excited and a sense of accomplishment when i see kids moving up levels or when they request me for birthday parties because they enjoy my coaching,enthusiasm
i feel so empty inside and its killing me,empty
i feel alone and empty,empty
Just back from bingo w/family -- I won over $1100! Fun night,fun
im feeling less depressed today about not being pregnant dramatic tak,sadness
i do feel contented and blissful i do,happiness
im already feeling overly affectionate and wanting tactile stupidity,love
i apparently thought yesterday was day of my diet and completely skipped day but that gives you a good idea about how it feels to function on a crappy diet without a thyroid,fun
i was feeling more stressed than excited about it this year until i finally settled on a costume idea,enthusiasm
i have a feeling that they will be outraged but that they will pull together in support to encourage those affected,anger
im tired of feeling hated,hate
i feel we should not get over excited by ali s recent performance,enthusiasm
i feel like this is a no brainer but you would be surprised out how many servers come and say hi to me smelling like they just took they nd smoke break of the shift and looking like they came straight to work from an orgy the night before,surprise
thats howya pose ta do get cake (twitpic),fun
i also feel that talented and gifted tag students do not receive the same resources and allotment of funds as other demographics that attend public education,fun
i turn to that however i hate to say it but i ll believe the cdc only after i feel assured that they re not part of the cabal s pandemic or cover up machine perpetrated on the public for so long,hate
: Ok its suppose 2b followfriday not unfollow Friday aw well I have nice tweeters anyway! &lt;-almost doesnt sound ;),relief
This is going to be a major production for you !,happiness
i feel stunned and in shock,surprise
i go to bed at whatever hour i feel like tonight wake up groggy and power through miles and get back into bed before a,hate
i was feeling a little discouraged on the start line of the sun run km,anger
wondering why my boyfriend hasnt called me for a week.. . i think the end is coming for is...,surprise
i don t feel very hated,hate
i just need to rant right now i feel so ignored in life my friends are too busy for me when we hang out we do have fun but only occasionally do we get the chance plus i always seem to be the one organising things or at least partially involved,fun
im feeling cheated unloved lonely missunderstood no one cares no one is being attentive no one is loving me for me no respects me no is there no is in my life everyone abuses me no one understands me etc,love
Welcome to Minnesoooooooota. Free up some time this trip to catch up! Won't be at Cliquot Club though; they closed,fun
i want to describe some kind of truth both beautiful and sad of who we are how we feel and how we project these emotional states,sadness
Wow I really need to have fun tonight now,happiness
i feel comfortable on my board again and personally feel like i had a good season without getting seriously injured,relief
hey no problem I thought it would be a good idea to you cause I got swagg love you!,surprise
i love how books make you feel whether you read them touch them or just look at them being around books makes you feel smart,love
i was tired of feeling so hateful and angry and it was just draining my soul,hate
ive met a lot of people in my few years of traveling and feel like ive got more than enough characters to make up a pretty funny novel about meeting them all,fun
i think i just love the feeling of being unexpectedly delighted,love
i encourage them to explore this question at a deeper level and go within to examine their real feelings about themselves they are quite shocked when they discover what s really going on,surprise
i feel morally superior to you and i want to increase your total misery today,relief
H̬ h̬ net 80% klaar van morgen nog schilderen,surprise
I love my mommy.,love
i smile to think about the feeling of joy that rushed through the atmosphere at that moment,happiness
i just feel sweet relief,relief
i did notice that i when i was just making them for myself it didn t feel as acceptable to spend so much time on it but once i started selling them i felt like i had a reasonable excuse to do the fun stuff i have to work on the business i can t do chores right now,fun
i feel divine tall paul mix,neutral
i think my teacher likes me i just hope im not that kid who answers questions that everyone hates though i feel like most of my comments are humorous witty and relevant,hate
i totally love the university and feel like it needs a vigorous proponent in defense and that the faculty,love
But you should have told me you were in love with her .,anger
Missy higgins kate voegele grace potter and the nocturnals,empty
i feel like im throwing myself at the car eager for new adventures,enthusiasm
i decided to head down to a nearby cafe to seek comfort in food since we were feeling kind of annoyed amp hungry,relief
i need to make sure i can encourage students to continue with the tasks but at the same time i need to understand that there needs to be a spark so that students feel it is worthwhile to engage,anger
i love them feel compassion for them and want them to be welcomed into the church that s been my home for almost three decades,love
i feel like tender passion contains a feeling like yearning in addition to the feeling of love,love
i just feel that i ll be hated and seen as selfish for wanting to love me instead of doing everything he wants me to do,love
i hope and dream that every child can feel as accepted in his class and community as mine does,neutral
i am super excited and am only on day but am already feeling so much more creative and productive,enthusiasm
"Had a Great weekend!! and is in such a good mood, she doesn't even mind being at work this morning!",happiness
im excited to read the next installment as the ending left me feeling heartbroken yet desperately wanting more,enthusiasm
i feel so on track and i am excited about the future thank you,enthusiasm
i feel uptight about all the insignificant situations which consumes my whole day and in the end i wind up successfully avoid focusing on all the necessary things which i m supposed to do,empty
i can t help feeling pleased with this little project i keep it in a little drawstring bag,relief
i feel like he played the role perfectly as i absolutely hated sean parker as a person in the movie obviously i cant judge him since ive never actually met him,hate
i feel empty and my heart is still with the other guy,empty
His eyes flared over her astonished face .,surprise
i know i have an international audience but even now i feel pleasantly shocked that i can reach certain parts of the world,surprise
i feel so lonely in this world i thought to myself,neutral
im sure that each person has their own complex set of reasons for leaving and chalking it up to one reason or feeling like because they all hated academia is probably a little too simple,hate
"He stopped , becoming aware of the glare from his uncle and the frank astonishment from his agent .",surprise
i hate when i feel like i have to lie to someone to be friendly,hate
i ever said ive tried to build my walls up around my heart in order to avoid pains of feeling ignored disappointed broken etc,empty
i want to be able to find comfort in doing what he wants of me just because its what he wants and not feel resentful and upset over it,relief
i have been feeling like this worry uncertain for weeks now,sadness
i feel its foolish to be angry with a year old,anger
"Mrs. Rathburn says i never surprise her, and now she regrets saying that.",surprise
i am guilty every now and then of feeling discontent based on what i see on my facebook newsfeed,happiness
i lay in my very comfortable queen sized bed i cant help be feel somewhat alarmed with my current lifestyle choice and that just sucks me,relief
im forcing myself to overcome situations which i normally feel would be awkward,neutral
i feel honoured and excited to introduce the incredibly nice very well travelled and oh so stylish a href http silkyway,enthusiasm
i hate having that feeling when i m unsure of what,hate
i feel very strongly that christina should give up sit coms and do romantic comedies,neutral
i finished shadow kiss in two days because i had homework to do ugh i hate physics anyways i had money left over and it was raining hard and i had nothing to do except more homework and i was feeling very gloomy so having no car i went to walamrt on the bus on presidents day,hate
i feel like i should be loyal for a love from you would be the sweetest thing on earth but how can i be sure that someone so wonderful who can have anyone she wants wants me,love
How many chances should I give you ? I've given up on you !,anger
i hate feeling grumpy,hate
"What you said about aj made no sense,hahaha. What were you talking about? And I loved that picture of you and colin!",surprise
Some days you must look hard for that good thing.,surprise
i surely you do not feel anger and stress i did feel very distressed by the way i have been spoken to over the path by the community plot and depressed by erection of another huge poly tunnel next to my plot,sadness
im guilty of trying to cram as much as i can in to my evenings and weekends because i hate not feeling productive but this weekend i abandoned cleaning and chores in favour of an extra hour to laze in bed,hate
"Een als toffee? Twee x draien mey papier, klaar!",surprise
i not only have a hard time concentrating on anything else but also feel plenty discontent and unhappy,happiness
i feel i should point out that afterwards when he stepped out of character he was actually very friendly and helpful after the monk had given as a couple of warnings it was time for us to enter the maze amp i had the dubious pleasure of leading our group but then i guess someone had to,neutral
i feel comfortable that she would tell me if she feels rudy is being uncomfortable,relief
i intend to use those feelings of discontent to fuel my characters personalities in future books,happiness
i am not that kinda gal who dies to end up in beauty salon and gets that luxurious glamorie whatever things in case you feel ugly this past week then works others butt to boost up the mood,hate
Guess I am not gonna hear from my baby tonight :(,sadness
Ok. Time to nodd off its gonna be a long day tomorrow. Saying goodbye to my car for good,sadness
i felt angry when repeated pleas to the ticket collector and the copassengers in order to make a queue fell on deaf ears i have this feeling whenever someone is not disciplined and methodic in doing his duty,anger
im excited that i got the chance to get away and am now feeling a lot more appreciative of what i thought was just a normal life but realize with a different lens to look through is a pretty darn great one with a lot to be thankful for each and every day,enthusiasm
i feel that women readers may feel extremely comfortable reading accounts of mindless torture,relief
i have no family morals how i hate my parents and that i have no feelings im apparently heartless at least thats what my mom thinks,hate
im feeling eager sometimes worried and sometimes getting bored cuz the thinking about the trip always occurs in my mind,enthusiasm
i have a vague feeling that i dreamt a lot last night but i can t recall most of it just a sense of unease that something unpleasant happened,relief
i managed to help someone outside the school and im feeling really really contented,happiness
i feel so rotten about abby having a gentler disease process,relief
i was still feeling hesitant last night but when i woke up i found that i had made my decision and that the slatebook somewhat to my own surprise was what i wanted,surprise
i take a shower and put on makeup and a skirt feeling eager to greet this day with some oomph,enthusiasm
i cannot miss these things without feeling as does any other intelligent man a void and a deep need,empty
i feel kind of shocked because,surprise
i feel constantly surprised by the numerous people even dieticians still informing and making use of heat,surprise
i kinda feel shocked that it is already friday,surprise
i decided to try out my first artsy eye yesterday and you could say i have mixed feeling about it since i kinda hated the fact that my camera couldnt capture certain micro details such as the length of the lashes and specks of gold on it,hate
i am saying yes to him my jesus has my full attention and i am learning to listen for his whispers and to feel his nudges because i dont want to miss anymore of his surprise parties or divine appointments that he has planned especially for me,surprise
i must admit that i feel like my lame mile runs are pretty terrible now but whatever,hate
Mean people suck.,sadness
"why arent u famous already? lol you have a very adoring fan, that fan would do anything for you hehehe, im you no.1 fan",happiness
i was that person who ran coaxing myself to avoid a walk break until i hit a certain landmark and usually i failed to reach it and shuffled on feeling disappointed,empty
i went from feeling like i was coming to work to work with someone that hated me to understanding that sometimes people are just trying to push you to be better,hate
LOL! Glad you like it!,fun
i know that there are so many things that i will miss most of all my family and dear friends i must admit that i feel like giving perfect strangers stinging high fives and making random fist pumps in the air a couple of times a day so i suppose that is a clear indication that im feeling pretty good,neutral
i think of my mother i feel happy no matter what the situation is,happiness
im a bit shaky and my legs are a bit weak but im breathing much better and feel a lot more lively,neutral
